Title,Year,Genres,Rating,NumVotes
Sullivan's Travels,1941,"Adventure,Comedy,Drama",7.9,24150
Suspicion,1941,"Film-Noir,Mystery,Thriller",7.4,33096
The Wolf Man,1941,Horror,7.3,24156
Bambi,1942,"Animation,Drama,Family",7.3,132003
Casablanca,1942,"Drama,Romance,War",8.5,525143
Cat People,1942,"Fantasy,Horror,Thriller",7.3,20230
Holiday Inn,1942,"Comedy,Drama,Music",7.4,13616
The Magnificent Ambersons,1942,"Drama,Romance",7.7,22753
Mrs. Miniver,1942,"Drama,Romance,War",7.6,16028
"Now, Voyager",1942,"Drama,Romance",7.9,15379
The Palm Beach Story,1942,"Comedy,Romance",7.5,10869
Saboteur,1942,"Thriller,War",7.2,23597
Kate & Leopold,2001,"Comedy,Fantasy,Romance",6.4,79283
To Be or Not to Be,1942,"Comedy,War",8.2,30448
Yankee Doodle Dandy,1942,"Biography,Drama,Music",7.7,14178
I Walked with a Zombie,1943,"Drama,Fantasy,Horror",7.1,11158
The Life and Death of Colonel Blimp,1943,"Drama,Romance,War",8.1,13279
Meshes of the Afternoon,1943,"Fantasy,Mystery,Short",7.9,11540
The Ox-Bow Incident,1942,"Drama,Western",8.0,20953
Shadow of a Doubt,1943,"Film-Noir,Thriller",7.8,59953
Arsenic and Old Lace,1942,"Comedy,Crime,Thriller",8.0,65392
Double Indemnity,1944,"Crime,Drama,Film-Noir",8.3,144501
Gaslight,1944,"Crime,Drama,Mystery",7.8,24877
The Best Years of Our Lives,1946,"Drama,Romance,War",8.0,57604
Going My Way,1944,"Comedy,Drama,Music",7.0,10639
Laura,1944,"Drama,Film-Noir,Mystery",7.9,42954
Lifeboat,1944,"Drama,War",7.6,26592
Meet Me in St. Louis,1944,"Comedy,Drama,Family",7.5,21212
"Murder, My Sweet",1944,"Crime,Drama,Film-Noir",7.6,12189
To Have and Have Not,1944,"Adventure,Comedy,Film-Noir",7.8,31256
The Uninvited,1944,"Fantasy,Horror,Mystery",7.3,10075
The Woman in the Window,1944,"Crime,Drama,Film-Noir",7.7,14275
And Then There Were None,1945,"Crime,Drama,Mystery",7.5,13200
Brief Encounter,1945,"Drama,Romance",8.0,35937
Dead of Night,1945,"Drama,Horror",7.6,11092
Detour,1945,"Crime,Drama,Film-Noir",7.4,15414
Children of Paradise,1945,"Drama,Romance",8.4,18328
Leave Her to Heaven,1945,"Drama,Film-Noir,Romance",7.6,11079
The Lost Weekend,1945,"Drama,Film-Noir",7.9,33725
Mildred Pierce,1945,"Crime,Drama,Film-Noir",8.0,22924
The Picture of Dorian Gray,1945,"Drama,Fantasy,Horror",7.5,11974
Scarlet Street,1945,"Drama,Film-Noir,Thriller",7.8,14753
Spellbound,1945,"Film-Noir,Mystery,Romance",7.6,43717
The Three Caballeros,1944,"Animation,Comedy,Family",6.4,12634
Beauty and the Beast,1946,"Drama,Fantasy,Romance",7.9,24339
The Big Sleep,1946,"Crime,Film-Noir,Mystery",7.9,79083
Gilda,1946,"Drama,Film-Noir,Romance",7.7,28154
Great Expectations,1946,"Adventure,Drama,Mystery",7.8,22204
It's a Wonderful Life,1946,"Drama,Family,Fantasy",8.6,408286
The Killers,1946,"Crime,Drama,Film-Noir",7.8,19376
A Matter of Life and Death,1946,"Comedy,Drama,Fantasy",8.1,19748
My Darling Clementine,1946,"Biography,Drama,Romance",7.8,21651
Notorious,1946,"Drama,Film-Noir,Romance",7.9,92737
The Postman Always Rings Twice,1946,"Crime,Drama,Film-Noir",7.5,18758
"Rome, Open City",1945,"Drama,Thriller,War",8.1,23707
Song of the South,1946,"Animation,Comedy,Family",7.1,11448
The Stranger,1946,"Crime,Drama,Film-Noir",7.4,24265
The Bishop's Wife,1947,"Comedy,Drama,Fantasy",7.6,15213
Black Narcissus,1947,Drama,7.8,22131
Dark Passage,1947,"Film-Noir,Thriller",7.5,17806
Gentleman's Agreement,1947,"Drama,Romance",7.2,14860
Germany Year Zero,1948,"Drama,War",7.9,10813
The Ghost and Mrs. Muir,1947,"Comedy,Drama,Fantasy",7.9,15925
Miracle on 34th Street,1947,"Comedy,Drama,Family",7.9,41773
Monsieur Verdoux,1947,"Comedy,Crime,Drama",7.9,16004
Out of the Past,1947,"Crime,Drama,Film-Noir",8.0,33077
The Paradine Case,1947,"Crime,Drama,Romance",6.6,10181
Abbott and Costello Meet Frankenstein,1948,"Comedy,Fantasy,Horror",7.4,14876
Fort Apache,1948,"Action,Adventure,Western",7.5,16500
Hamlet,1948,Drama,7.6,15415
Key Largo,1948,"Action,Crime,Drama",7.8,37148
Bicycle Thieves,1948,Drama,8.3,147684
The Lady from Shanghai,1947,"Crime,Drama,Film-Noir",7.6,27239
Letter from an Unknown Woman,1948,"Drama,Romance",8.0,11105
Mr. Blandings Builds His Dream House,1948,"Comedy,Romance",7.3,10428
The Naked City,1948,"Crime,Drama,Film-Noir",7.6,12235
Oliver Twist,1948,Drama,7.8,11435
Red River,1948,"Action,Adventure,Drama",7.8,28337
The Red Shoes,1948,"Drama,Music,Romance",8.1,31225
Rope,1948,"Crime,Drama,Mystery",8.0,130643
The Treasure of the Sierra Madre,1948,"Adventure,Drama,Western",8.2,114937
Drunken Angel,1948,"Crime,Drama,Romance",7.7,10598
Adam's Rib,1949,"Comedy,Drama,Romance",7.5,19564
The Adventures of Ichabod and Mr. Toad,1949,"Animation,Comedy,Family",7.0,13416
All the King's Men,1949,"Drama,Film-Noir",7.5,13407
Late Spring,1949,Drama,8.3,14724
The Heiress,1949,"Drama,Romance",8.2,14029
Kind Hearts and Coronets,1949,"Comedy,Crime",8.0,34660
Stray Dog,1949,"Crime,Drama,Mystery",7.9,15429
On the Town,1949,"Comedy,Musical,Romance",7.4,16152
Orpheus,1950,"Drama,Fantasy,Romance",8.0,10867
She Wore a Yellow Ribbon,1949,Western,7.3,16052
The Third Man,1949,"Film-Noir,Mystery,Thriller",8.1,159522
Twelve O'Clock High,1949,"Drama,War",7.7,12206
White Heat,1949,"Action,Crime,Drama",8.1,29974
All About Eve,1950,Drama,8.2,121240
The Asphalt Jungle,1950,"Crime,Drama,Film-Noir",7.9,24142
Cinderella,1950,"Animation,Family,Fantasy",7.3,146632
D.O.A.,1949,"Drama,Film-Noir,Mystery",7.3,10869
Father of the Bride,1950,"Comedy,Romance",7.2,10099
Gun Crazy,1950,"Crime,Drama,Film-Noir",7.6,11869
Harvey,1950,"Comedy,Drama,Fantasy",7.9,52692
In a Lonely Place,1950,"Drama,Film-Noir,Mystery",8.0,27090
Diary of a Country Priest,1951,Drama,7.9,10198
Night and the City,1950,"Crime,Film-Noir,Mystery",7.9,12110
Los Olvidados,1950,"Crime,Drama",8.3,18537
Rashomon,1950,"Crime,Drama,Mystery",8.2,153706
Rio Grande,1950,"Romance,Western",7.1,14563
Stage Fright,1950,"Film-Noir,Mystery,Thriller",7.1,12856
Sunset Blvd.,1950,"Drama,Film-Noir",8.4,202938
Winchester '73,1950,"Action,Drama,Western",7.6,16860
I Love Lucy,1951,"Comedy,Family",8.4,22113
The African Queen,1951,"Adventure,Drama,Romance",7.7,71837
Alice in Wonderland,1951,"Adventure,Animation,Family",7.4,129746
An American in Paris,1951,"Drama,Musical,Romance",7.2,30706
Ace in the Hole,1951,"Drama,Film-Noir",8.1,31802
The Day the Earth Stood Still,1951,"Drama,Sci-Fi",7.7,76475
Forbidden Games,1952,"Comedy,Drama,War",8.0,11173
A Place in the Sun,1951,"Drama,Romance",7.8,20367
Quo Vadis,1951,"Biography,Drama,History",7.2,13721
A Christmas Carol,1951,"Drama,Fantasy",8.1,20565
Strangers on a Train,1951,"Crime,Film-Noir,Thriller",7.9,123815
A Streetcar Named Desire,1951,Drama,8.0,99664
The Thing from Another World,1951,"Horror,Sci-Fi",7.1,26045
The Bad and the Beautiful,1952,"Drama,Romance",7.8,13440
The Greatest Show on Earth,1952,"Drama,Family,Romance",6.6,13073
High Noon,1952,"Drama,Thriller,Western",7.9,97664
Ikiru,1952,Drama,8.3,69172
The Lavender Hill Mob,1951,"Comedy,Crime",7.6,12923
Limelight,1952,"Drama,Music,Romance",8.1,18374
Monkey Business,1952,"Comedy,Sci-Fi",7.0,12957
The Naked Spur,1953,"Thriller,Western",7.3,10183
The Quiet Man,1952,"Comedy,Drama,Romance",7.7,34904
Singin' in the Rain,1952,"Comedy,Musical,Romance",8.3,220447
Umberto D.,1952,Drama,8.2,23179
Viva Zapata!,1952,"Biography,Drama,History",7.4,10402
The Band Wagon,1953,"Comedy,Musical,Romance",7.5,10176
The Big Heat,1953,"Crime,Film-Noir,Thriller",8.0,23845
From Here to Eternity,1953,"Drama,Romance,War",7.6,43651
Gentlemen Prefer Blondes,1953,"Comedy,Musical,Romance",7.2,32037
House of Wax,1953,Horror,7.1,16350
How to Marry a Millionaire,1953,"Comedy,Drama,Romance",6.9,20617
I Confess,1953,"Crime,Drama,Thriller",7.3,19214
Julius Caesar,1953,"Biography,Drama,History",7.3,10474
Niagara,1953,"Film-Noir,Thriller",7.0,14941
Peter Pan,1953,"Adventure,Animation,Family",7.3,127515
Pickup on South Street,1953,"Crime,Film-Noir,Thriller",7.7,13049
Roman Holiday,1953,"Comedy,Romance",8.0,127978
The Wages of Fear,1953,"Adventure,Drama,Thriller",8.1,55025
Shane,1953,"Drama,Western",7.6,37226
Summer with Monika,1953,"Drama,Romance",7.5,12927
Stalag 17,1953,"Comedy,Drama,War",8.0,51202
Tokyo Story,1953,Drama,8.2,53792
Ugetsu,1953,"Drama,Fantasy,War",8.3,21073
Monsieur Hulot's Holiday,1953,Comedy,7.4,16922
I Vitelloni,1953,"Comedy,Drama",7.9,16310
The War of the Worlds,1953,"Action,Sci-Fi,Thriller",7.1,32845
"20,000 Leagues Under the Sea",1954,"Adventure,Drama,Family",7.2,29610
The Caine Mutiny,1954,"Drama,War",7.7,24438
Creature from the Black Lagoon,1954,"Horror,Sci-Fi",7.0,26995
Diabolique,1955,"Crime,Drama,Horror",8.0,61739
Dial M for Murder,1954,"Crime,Thriller",8.2,159492
Godzilla,1954,"Action,Horror,Sci-Fi",7.6,29606
Johnny Guitar,1954,"Drama,Western",7.7,15756
On the Waterfront,1954,"Crime,Drama,Thriller",8.1,142959
Rear Window,1954,"Mystery,Thriller",8.4,446762
River of No Return,1954,"Action,Adventure,Drama",6.6,10568
Sabrina,1954,"Comedy,Drama,Romance",7.7,59744
Sansho the Bailiff,1954,Drama,8.4,14621
Seven Brides for Seven Brothers,1954,"Comedy,Drama,Musical",7.4,21420
Seven Samurai,1954,"Action,Adventure,Drama",8.6,317704
A Star Is Born,1954,"Drama,Musical,Romance",7.6,16043
La Strada,1954,Drama,8.0,58623
Them!,1954,"Horror,Sci-Fi",7.2,20039
White Christmas,1954,"Comedy,Musical,Romance",7.6,34591
The Wild One,1953,"Crime,Drama,Romance",6.8,14724
Alfred Hitchcock Presents,1955,"Comedy,Crime,Drama",8.5,14883
All That Heaven Allows,1955,"Drama,Romance",7.6,13437
Animal Farm,1954,"Animation,Drama",7.2,15622
Bad Day at Black Rock,1955,"Crime,Drama,Mystery",7.7,19479
Bob le Flambeur,1956,"Crime,Drama,Thriller",7.7,10914
Rififi,1955,"Crime,Drama,Thriller",8.1,29328
East of Eden,1955,Drama,7.9,40597
Guys and Dolls,1955,"Comedy,Crime,Musical",7.1,15858
Killer's Kiss,1955,"Crime,Drama,Film-Noir",6.6,21568
Kiss Me Deadly,1955,"Crime,Film-Noir,Mystery",7.6,18745
Lady and the Tramp,1955,"Adventure,Animation,Comedy",7.3,123820
The Ladykillers,1955,"Comedy,Crime",7.7,26687
The Man with the Golden Arm,1955,"Crime,Drama,Romance",7.4,10088
Marty,1955,"Drama,Romance",7.7,21746
Mister Roberts,1955,"Comedy,Drama,War",7.7,15390
The Night of the Hunter,1955,"Crime,Drama,Film-Noir",8.0,82451
Night and Fog,1956,"Documentary,History,Short",8.6,17326
Oklahoma!,1955,"Comedy,Drama,Musical",7.0,11391
Ordet,1955,Drama,8.3,14152
Pather Panchali,1955,Drama,8.6,23806
Rebel Without a Cause,1955,Drama,7.7,83868
The Seven Year Itch,1955,"Comedy,Romance",7.1,34322
Smiles of a Summer Night,1955,"Comedy,Romance",7.8,12457
To Catch a Thief,1955,"Mystery,Romance,Thriller",7.4,65792
The Trouble with Harry,1955,"Comedy,Mystery",7.1,33984
Aparajito,1956,Drama,8.4,11795
Around the World in 80 Days,1956,"Adventure,Comedy,Family",6.8,24929
The Bad Seed,1956,"Comedy,Drama,Horror",7.5,13003
The Red Balloon,1956,"Comedy,Drama,Family",8.2,16852
Bus Stop,1956,"Comedy,Drama,Romance",6.4,10776
The Court Jester,1955,"Adventure,Comedy,Family",7.9,11780
Forbidden Planet,1956,"Action,Adventure,Sci-Fi",7.6,45425
Giant,1956,"Drama,Western",7.6,34294
High Society,1956,"Comedy,Musical,Romance",7.0,14272
Invasion of the Body Snatchers,1956,"Drama,Horror,Sci-Fi",7.7,45121
The Killing,1956,"Crime,Drama,Film-Noir",8.0,82187
The King and I,1956,"Biography,Drama,Musical",7.4,23854
Lust for Life,1956,"Biography,Drama",7.4,10700
The Man Who Knew Too Much,1956,"Drama,Thriller",7.4,58939
Moby Dick,1956,"Adventure,Drama",7.3,17107
The Searchers,1956,"Adventure,Drama,Western",7.9,80780
The Ten Commandments,1956,"Adventure,Drama",7.9,63837
A Man Escaped,1956,"Drama,Thriller,War",8.3,19432
Written on the Wind,1956,Drama,7.4,10391
12 Angry Men,1957,"Crime,Drama",9.0,695613
3:10 to Yuma,1957,"Drama,Thriller,Western",7.6,18312
An Affair to Remember,1957,"Drama,Musical,Romance",7.5,27873
The Bridge on the River Kwai,1957,"Adventure,Drama,War",8.1,204570
A Face in the Crowd,1957,"Drama,Music",8.2,14073
Funny Face,1957,"Comedy,Musical,Romance",7.0,27379
Gunfight at the O.K. Corral,1957,"Biography,Drama,Western",7.2,14159
The Incredible Shrinking Man,1957,"Horror,Sci-Fi",7.6,16100
Throne of Blood,1957,"Drama,History",8.1,47081
The Cranes Are Flying,1957,"Drama,Romance,War",8.3,15225
Love in the Afternoon,1957,"Comedy,Crime,Drama",7.2,14087
Mon Oncle,1958,Comedy,7.8,18975
Curse of the Demon,1957,"Fantasy,Horror,Mystery",7.5,12151
Nights of Cabiria,1957,Drama,8.1,43185
Old Yeller,1957,"Adventure,Drama,Family",7.3,11982
Paths of Glory,1957,"Drama,War",8.4,179583
The Seventh Seal,1957,"Drama,Fantasy,History",8.2,166415
Wild Strawberries,1957,"Drama,Romance",8.2,97299
Sweet Smell of Success,1957,"Drama,Film-Noir",8.0,28413
Witness for the Prosecution,1957,"Crime,Drama,Mystery",8.4,109894
The Wrong Man,1956,"Drama,Film-Noir",7.4,25886
The 7th Voyage of Sinbad,1958,"Action,Adventure,Family",7.1,12120
Elevator to the Gallows,1958,"Crime,Drama,Thriller",8.0,22378
Auntie Mame,1958,"Comedy,Drama,Romance",7.9,10424
The Big Country,1958,"Romance,Western",7.9,15927
The Blob,1958,"Horror,Sci-Fi",6.4,23582
Cat on a Hot Tin Roof,1958,Drama,8.0,45390
The Defiant Ones,1958,"Crime,Drama",7.6,13701
Horror of Dracula,1958,"Drama,Horror",7.3,21178
The Fly,1958,"Drama,Horror,Sci-Fi",7.1,20920
Gigi,1958,"Comedy,Musical,Romance",6.7,19714
House on Haunted Hill,1959,"Crime,Horror,Mystery",6.9,23671
The Hidden Fortress,1958,"Adventure,Drama",8.1,35146
A Night to Remember,1958,"Biography,Drama,History",7.9,13764
Ashes and Diamonds,1958,"Drama,Romance,War",7.8,10713
Run Silent Run Deep,1958,"Action,Drama,War",7.3,10278
Touch of Evil,1958,"Crime,Drama,Film-Noir",8.0,98760
Vertigo,1958,"Mystery,Romance,Thriller",8.3,366804
The Vikings,1958,"Action,Adventure,History",7.1,13059
The Twilight Zone,1959,"Drama,Fantasy,Horror",9.0,71805
Anatomy of a Murder,1959,"Crime,Drama,Mystery",8.0,60146
The World of Apu,1959,Drama,8.5,12209
Ben-Hur,1959,"Adventure,Drama,History",8.1,220530
The Diary of Anne Frank,1959,"Biography,Drama,Family",7.4,11999
Hiroshima Mon Amour,1959,"Drama,Romance",7.9,28678
Imitation of Life,1959,Drama,7.9,14839
Journey to the Center of the Earth,1959,"Adventure,Family,Fantasy",7.0,15878
North by Northwest,1959,"Adventure,Mystery,Thriller",8.3,300829
On the Beach,1959,"Drama,Romance,Sci-Fi",7.2,12021
Operation Petticoat,1959,"Comedy,Romance,War",7.3,12932
Black Orpheus,1959,"Drama,Fantasy,Music",7.5,10105
Pickpocket,1959,"Crime,Drama",7.7,19881
Pillow Talk,1959,"Comedy,Romance",7.4,15715
The 400 Blows,1959,"Crime,Drama",8.1,106205
Rio Bravo,1959,"Action,Drama,Western",8.0,56606
Shadows,1958,"Drama,Romance",7.3,10491
Sleeping Beauty,1959,"Animation,Family,Fantasy",7.2,136117
Some Like It Hot,1959,"Comedy,Music,Romance",8.2,245401
"Suddenly, Last Summer",1959,"Drama,Mystery,Thriller",7.6,13894
Eyes Without a Face,1960,"Drama,Horror",7.7,27888
Breathless,1960,"Crime,Drama",7.8,73735
The Andy Griffith Show,1960,"Comedy,Family",8.3,12376
The Bugs Bunny Show,1960,"Animation,Comedy",8.6,31288
The Flintstones,1960,"Adventure,Animation,Comedy",7.5,33055
The Alamo,1960,"Adventure,Drama,History",6.9,14488
The Apartment,1960,"Comedy,Drama,Romance",8.3,165571
L'Avventura,1960,"Drama,Mystery",7.9,26781
La Dolce Vita,1960,"Comedy,Drama",8.0,67039
Elmer Gantry,1960,Drama,7.8,10489
House of Usher,1960,"Drama,Horror",7.0,12150
Inherit the Wind,1960,"Biography,Drama,History",8.1,27387
The Virgin Spring,1960,Drama,8.1,26863
The Little Shop of Horrors,1960,"Comedy,Horror",6.3,16478
The Magnificent Seven,1960,"Action,Adventure,Western",7.7,88068
Black Sunday,1960,Horror,7.2,13834
La Notte,1961,Drama,8.1,18487
Ocean's 11,1960,"Comedy,Crime,Music",6.6,20114
Peeping Tom,1960,"Drama,Horror,Thriller",7.7,31581
Purple Noon,1960,"Crime,Drama,Thriller",7.8,14370
Psycho,1960,"Horror,Mystery,Thriller",8.5,608173
Rocco and His Brothers,1960,"Crime,Drama,Sport",8.3,16916
Spartacus,1960,"Adventure,Biography,Drama",7.9,124897
Swiss Family Robinson,1960,"Adventure,Family",7.2,14380
The Time Machine,1960,"Adventure,Romance,Sci-Fi",7.6,36350
Shoot the Piano Player,1960,"Crime,Drama,Thriller",7.5,17708
Le Trou,1960,"Crime,Drama,Thriller",8.5,15575
Village of the Damned,1960,"Horror,Sci-Fi",7.3,15438
The Bad Sleep Well,1960,"Crime,Drama,Thriller",8.0,11123
Last Year at Marienbad,1961,"Drama,Mystery",7.8,20539
Breakfast at Tiffany's,1961,"Comedy,Drama,Romance",7.6,167475
The Children's Hour,1961,"Drama,Romance",7.8,14671
El Cid,1961,"Biography,Drama,History",7.3,13003
The Guns of Navarone,1961,"Action,Adventure,Drama",7.5,45759
The Hustler,1961,"Drama,Sport",8.0,75319
The Innocents,1961,Horror,7.8,27196
Judgment at Nuremberg,1961,"Drama,War",8.2,69984
Jules and Jim,1962,"Drama,Romance",7.8,37933
The Misfits,1961,"Drama,Romance,Western",7.3,17391
One Hundred and One Dalmatians,1961,"Adventure,Animation,Comedy",7.3,153852
"One, Two, Three",1961,Comedy,7.9,19614
One-Eyed Jacks,1961,"Drama,Western",7.1,10191
The Parent Trap,1961,"Comedy,Family,Romance",7.1,19128
Pit and the Pendulum,1961,"Drama,Horror,Mystery",7.1,12860
Splendor in the Grass,1961,"Drama,Romance",7.8,17918
Through a Glass Darkly,1961,Drama,8.0,23081
A Woman Is a Woman,1961,"Comedy,Drama,Romance",7.5,15652
Viridiana,1961,Drama,8.1,22474
West Side Story,1961,"Crime,Drama,Musical",7.5,97647
Yojimbo,1961,"Action,Drama,Thriller",8.2,112159
The Jetsons,1962,"Animation,Comedy,Family",7.0,18825
Birdman of Alcatraz,1962,"Biography,Crime,Drama",7.8,16222
Cape Fear,1962,"Drama,Thriller",7.7,26591
Carnival of Souls,1962,"Horror,Mystery",7.1,21284
Cleo from 5 to 7,1962,"Comedy,Drama,Music",7.9,17552
